1	1	0
2	1	0
3	1	0
4	1	0
1	2	0
2	2	0
3	2	10
4	2	0
1	3	0
2	3	0
3	3	4
4	3	0
1	4	0
2	4	0
3	4	9
4	4	0
1	5	2
2	5	0
3	5	0
4	5	0
1	6	0
2	6	0
3	6	3
4	6	0
1	7	7
2	7	0
3	7	0
4	7	0
1	8	0
2	8	0
3	8	0
4	8	1
1	9	7
2	9	0
3	9	0
4	9	0
1	10	0
2	10	6
3	10	0
4	10	0
1	11	2
2	11	0
3	11	0
4	11	0
1	12	8
2	12	0
3	12	0
4	12	0
1	13	0
2	13	0
3	13	0
4	13	4
1	14	0
2	14	1
3	14	0
4	14	0
1	15	10
2	15	0
3	15	0
4	15	0
1	16	0
2	16	0
3	16	2
4	16	0
1	17	2
2	17	0
3	17	0
4	17	0
1	18	0
2	18	8
3	18	0
4	18	0
1	19	0
2	19	0
3	19	6
4	19	0
1	20	0
2	20	1
3	20	0
4	20	0
1	21	0
2	21	0
3	21	10
4	21	0
1	22	0
2	22	0
3	22	2
4	22	0
1	23	0
2	23	4
3	23	0
4	23	0
1	24	0
2	24	0
3	24	4
4	24	0
1	25	7
2	25	0
3	25	0
4	25	0
1	26	10
2	26	0
3	26	0
4	26	0
1	27	0
2	27	0
3	27	2
4	27	0
1	28	8
2	28	0
3	28	0
4	28	0
1	29	0
2	29	0
3	29	8
4	29	0
1	30	0
2	30	0
3	30	10
4	30	0
1	31	2
2	31	0
3	31	0
4	31	0
1	32	0
2	32	0
3	32	0
4	32	7
1	33	0
2	33	0
3	33	9
4	33	0
1	34	0
2	34	0
3	34	0
4	34	5
1	35	0
2	35	0
3	35	0
4	35	3
1	36	0
2	36	8
3	36	0
4	36	0
1	37	4
2	37	0
3	37	0
4	37	0
1	38	0
2	38	0
3	38	2
4	38	0
1	39	0
2	39	0
3	39	0
4	39	2
1	40	0
2	40	0
3	40	4
4	40	0
1	41	0
2	41	1
3	41	0
4	41	0
1	42	0
2	42	0
3	42	0
4	42	8
1	43	0
2	43	9
3	43	0
4	43	0
1	44	6
2	44	0
3	44	0
4	44	0
1	45	0
2	45	0
3	45	9
4	45	0
1	46	0
2	46	10
3	46	0
4	46	0
1	47	0
2	47	0
3	47	8
4	47	0
1	48	0
2	48	0
3	48	0
4	48	3
1	49	0
2	49	2
3	49	0
4	49	0
1	50	0
2	50	0
3	50	2
4	50	0
1	51	0
2	51	6
3	51	0
4	51	0
1	52	0
2	52	2
3	52	0
4	52	0
1	53	0
2	53	7
3	53	0
4	53	0
1	54	0
2	54	0
3	54	0
4	54	6
1	55	0
2	55	2
3	55	0
4	55	0
1	56	3
2	56	0
3	56	0
4	56	0
1	57	6
2	57	0
3	57	0
4	57	0
1	58	0
2	58	7
3	58	0
4	58	0
1	59	0
2	59	5
3	59	0
4	59	0
1	60	0
2	60	0
3	60	0
4	60	8
1	61	0
2	61	0
3	61	0
4	61	1
1	62	0
2	62	0
3	62	0
4	62	0
