1	1	0
2	1	0
3	1	0
4	1	0
1	2	0
2	2	3
3	2	0
4	2	0
1	3	0
2	3	0
3	3	0
4	3	1
1	4	3
2	4	0
3	4	0
4	4	0
1	5	0
2	5	0
3	5	10
4	5	0
1	6	0
2	6	0
3	6	6
4	6	0
1	7	0
2	7	0
3	7	9
4	7	0
1	8	0
2	8	0
3	8	0
4	8	3
1	9	10
2	9	0
3	9	0
4	9	0
1	10	0
2	10	0
3	10	6
4	10	0
1	11	0
2	11	0
3	11	5
4	11	0
1	12	0
2	12	0
3	12	2
4	12	0
1	13	0
2	13	0
3	13	0
4	13	4
1	14	0
2	14	8
3	14	0
4	14	0
1	15	0
2	15	6
3	15	0
4	15	0
1	16	0
2	16	0
3	16	0
4	16	10
1	17	0
2	17	0
3	17	0
4	17	6
1	18	0
2	18	0
3	18	5
4	18	0
1	19	0
2	19	0
3	19	4
4	19	0
1	20	7
2	20	0
3	20	0
4	20	0
1	21	0
2	21	0
3	21	0
4	21	2
1	22	0
2	22	4
3	22	0
4	22	0
1	23	0
2	23	0
3	23	0
4	23	10
1	24	0
2	24	0
3	24	10
4	24	0
1	25	0
2	25	7
3	25	0
4	25	0
1	26	0
2	26	10
3	26	0
4	26	0
1	27	0
2	27	0
3	27	0
4	27	10
1	28	0
2	28	0
3	28	0
4	28	7
1	29	0
2	29	0
3	29	0
4	29	3
1	30	8
2	30	0
3	30	0
4	30	0
1	31	6
2	31	0
3	31	0
4	31	0
1	32	3
2	32	0
3	32	0
4	32	0
1	33	0
2	33	1
3	33	0
4	33	0
1	34	2
2	34	0
3	34	0
4	34	0
1	35	0
2	35	0
3	35	0
4	35	1
1	36	0
2	36	1
3	36	0
4	36	0
1	37	9
2	37	0
3	37	0
4	37	0
1	38	0
2	38	0
3	38	0
4	38	6
1	39	2
2	39	0
3	39	0
4	39	0
1	40	0
2	40	0
3	40	0
4	40	3
1	41	4
2	41	0
3	41	0
4	41	0
1	42	0
2	42	7
3	42	0
4	42	0
1	43	0
2	43	9
3	43	0
4	43	0
1	44	0
2	44	0
3	44	0
4	44	7
1	45	0
2	45	0
3	45	7
4	45	0
1	46	0
2	46	0
3	46	7
4	46	0
1	47	0
2	47	0
3	47	0
4	47	4
1	48	0
2	48	0
3	48	0
4	48	1
1	49	5
2	49	0
3	49	0
4	49	0
1	50	0
2	50	0
3	50	0
4	50	10
1	51	0
2	51	0
3	51	7
4	51	0
1	52	0
2	52	9
3	52	0
4	52	0
1	53	0
2	53	0
3	53	0
4	53	2
1	54	0
2	54	2
3	54	0
4	54	0
1	55	0
2	55	0
3	55	0
4	55	6
1	56	9
2	56	0
3	56	0
4	56	0
1	57	6
2	57	0
3	57	0
4	57	0
1	58	0
2	58	5
3	58	0
4	58	0
1	59	7
2	59	0
3	59	0
4	59	0
1	60	0
2	60	4
3	60	0
4	60	0
1	61	3
2	61	0
3	61	0
4	61	0
1	62	0
2	62	0
3	62	0
4	62	0
